5.5145920706024585,1.7047800930085566,2.685538843543129,0.8508128676212019,3.8960589352485044,6.457958456037095,0.9058058930660235,8.646371212678895,18.790845035825004,-0.9136498432599598,9.465488841729066,0.27528400255678415
13188478
