generation,baseNumberPoints,numberValueCoefficient,mostHeldColorPoints,colorRatioCoefficient,significantLeadRatio,playColorDislikedByHighestPlayerPoints,reversePoints,skipPoints,drawTwoPoints,wildDrawFourPoints,heldColorCoefficient,calledColorPoints,fitness,points,rate
116,3.1021104153589216,-1.4271866732818461,5.285890121384058,3.007072643742658,-1.3728800049892724,5.73372201571264,7.763629067167442,4.783792756833075,7.025430649812324,7.555107655976745,5.1400580115524885,1.9959117336500773,67671.0182,254498,0.2659
117,3.1655904726243,-2.403960845181264,4.79959129169552,3.0899220316140097,-0.08109112485236859,6.23112304991068,7.4072128389781655,4.05551028644483,7.313878452944583,7.235939083119525,5.1400580115524885,2.25102106390874,70625.6447,257101,0.2747
118,3.1882496486797622,-2.28993447004039,3.099845470340186,3.509998378370622,0.21919950106370578,6.7719498122107185,7.4072128389781655,3.974834006434116,6.768631911995884,7.73815673271169,4.703010036332463,2.25102106390874,67539.46530000001,252107,0.2679
119,3.2285250260318414,-2.4190586190347454,3.099845470340186,3.509998378370622,0.21919950106370578,6.7719498122107185,7.888158322457061,3.8853123911869907,7.0054336663749766,7.885800492628494,5.338112084951545,1.345845302120456,70301.5975,259895,0.2705
120,3.4394272529999945,-2.28993447004039,4.486099446245172,5.01240511642046,-0.8854533756548348,5.209486450311503,7.4072128389781655,4.377817961409106,7.127440621725478,7.216788699827597,4.788976607582437,2.25102106390874,68558.807,255245,0.2686
121,3.4559880075972953,-2.28993447004039,3.099845470340186,5.01240511642046,-0.7178502209909138,6.945908856364433,7.750136148749829,4.170186220398549,7.2733905159104815,8.235524272298042,5.291891377231859,1.345845302120456,66637.39170000001,251367,0.2651
122,3.4559880075972953,-2.28993447004039,3.2361953479200762,4.195041973439413,-0.6695229699996466,6.945908856364433,7.455898617260785,4.170186220398549,7.550820918132054,8.235524272298042,5.620603873126355,1.1656048003798005,65998.845,250470,0.2635
123,3.2358389633410356,-0.4845123468532376,2.5098929706738873,2.352617201313325,0.18383039058430745,5.424884739177845,7.345561634462199,4.128565438445947,7.478096313618424,7.122953112060269,5.2298069123815765,1.4081927134200676,68910.90359999999,255794,0.2694
124,2.9802251005737896,-0.4845123468532376,2.5098929706738873,2.6683362461974474,0.16582833867876834,5.576716786937568,7.854727636014709,3.5508402558094025,7.591233024596211,7.122953112060269,5.2298069123815765,1.6091190541887817,66405.6007,248617,0.2671
125,2.9802251005737896,-0.4845123468532376,2.39931722227856,2.658074726200631,0.08130473743391979,6.001355016513173,7.854727636014709,3.5508402558094025,7.591233024596211,7.421713976092899,5.2298069123815765,1.6091190541887817,66839.6617,252511,0.2647
126,2.6299507240902713,-2.5104969736869456,2.8773473624082433,5.359744160692976,0.24145468734144032,7.002497645920213,7.8383129230059305,4.055720626227772,7.71631724315659,7.385605374355423,4.780510971615528,2.3059261439254004,68659.0835,252145,0.2723
127,2.9802251005737896,-0.4845123468532376,1.8068820226501316,4.77598146437405,0.08130473743391979,6.001355016513173,7.9995424629863106,4.159639075372086,7.489968631468558,7.243078602315228,5.370570761116652,1.7160834411704093,68319.552,254165,0.2688
128,2.190940694699803,-0.4108860637810461,1.8068820226501316,2.7479874432710822,0.08130473743391979,6.448594623847041,7.74632770731606,3.5957260186942945,7.107681181557124,7.243078602315228,5.580422134465272,1.645026643809271,69485.48400000001,256404,0.271
129,2.9802251005737896,-0.42622397858449046,1.7980333433759135,4.77598146437405,0.5067237001032457,6.001355016513173,8.000229498260854,4.304475729994879,7.423195203454515,6.9194640261463265,5.370570761116652,2.587605779793745,67596.84820000001,252793,0.2674
130,2.9802251005737896,-0.37069397693717393,1.7980333433759135,4.805023870351477,0.5041325819151491,6.532483820911274,8.000229498260854,4.600054983851246,7.571654237553167,6.9194640261463265,5.370570761116652,2.964299214765414,67341.5334,251087,0.2682
131,3.795088447450913,-0.8896089854767582,0.8850910123305732,6.454821309677217,0.9632826643535948,6.001355016513173,7.6415244099103745,5.01276421605787,7.423195203454515,7.828327797768231,5.370570761116652,1.6957157840170074,67335.1197,249297,0.2701
132,3.455730838401583,-1.3863414282855508,1.8474238686928508,5.56504354675887,0.00601751077173146,6.540906605775451,7.288853219327393,4.001334527040958,7.076681441341387,7.78830715646258,5.898129215394129,1.1876351675945784,66995.558,251863,0.266
133,2.669851200508039,-0.5980564490893818,2.382983720486254,4.761169560292261,0.039737129409106745,6.548666681139074,8.20307010783318,4.437002301442861,7.739825649542118,7.91386544836881,5.932027104679466,2.2196023386144623,66469.42,250828,0.265
134,3.268669054047338,-0.1920866856993257,1.8932690205752527,3.1520034367045993,0.9166485394648866,5.809227721811704,8.193305192767589,5.2855800049416155,7.5797342782809025,7.73675162280693,4.861173223627931,1.683842158967635,68523.889,255115,0.2686
135,2.841799150923746,-0.8896089854767582,1.5695254911999488,6.062159119137112,0.3214187697577709,6.8345905869667245,8.501215157625234,4.550668805148574,6.166365701088369,7.297641595642006,5.220045776795754,1.7599664715265884,66288.6504,250524,0.2646
136,2.1073707587735866,-0.565958463077604,1.5695254911999488,6.062159119137112,0.3214187697577709,6.8345905869667245,8.394273285335741,4.550668805148574,7.174566791852965,7.47613784890053,5.220045776795754,1.7599664715265884,65881.0176,248046,0.2656
137,2.1073707587735866,-0.565958463077604,1.9544858031015269,6.89189905647492,0.3214187697577709,6.8345905869667245,8.99287395588402,4.144327168996474,7.531321484063924,7.47613784890053,4.906791956163375,1.7599664715265884,67343.3,251000,0.2683
138,1.6991092902267408,-0.8224358082795471,1.6673681535887208,7.310741044631041,0.30654089743448687,6.8345905869667245,8.969314649244152,3.8043288068171766,6.873802331249717,7.47613784890053,4.525355405657601,1.7599664715265884,67159.1163,252383,0.2661
139,3.643489799560434,-0.8224358082795471,1.5616106941402246,7.0621503564293935,0.30654089743448687,6.805490846166461,8.09826044088937,3.8043288068171766,6.873802331249717,7.47613784890053,4.835835375600374,1.7599664715265884,66738.12719999999,251084,0.2658
140,3.5190148148923432,-0.565958463077604,1.8516647104025552,6.825656185654228,-0.021549282279070936,6.456101375844765,9.062567828259375,4.9797713464409075,6.873802331249717,7.47613784890053,4.5083731278366095,1.2763632950522497,68356.37759999999,254302,0.2688
141,3.1861098720261714,-0.8652452098034498,1.5622469865890505,7.27662289362253,0.2667233310317013,5.904791648115275,7.235760103311098,4.513107523258159,6.944377995584189,7.544803848320539,4.863747710355796,1.8888415201061068,67510.3728,254564,0.2652
142,2.612598867678601,-1.541265630366875,1.0430948043330466,6.6804155393517215,-0.44532523927856144,6.322174730703269,7.235760103311098,3.8043288068171766,7.246514882244657,7.623058118195568,5.044169988695398,1.9375207195899387,66573.672,252173,0.264
143,3.8055621613597626,-1.1066145159178085,2.6422348461813696,6.588172695053326,0.32763664589639774,6.456101375844765,9.246179304215277,4.037942927647802,7.302616966227626,7.591645224534303,4.4975068991036435,1.2271632204333034,66485.49309999999,251173,0.2647
144,3.168313310068559,-0.565958463077604,1.9954516350368605,7.21510304413156,-0.44532523927856144,6.259251906931574,7.422638253227889,3.4490564936192043,6.479866779040156,7.999971531057392,5.865299202856758,2.113262070508609,67084.7087,252293,0.2659
145,2.558587864386405,-1.9228342147663158,1.9109841784325334,6.81417496478322,-0.4739202946387614,6.456101375844765,7.753591687193337,3.52720988678962,6.410694826029056,7.888278883312316,5.058682144060098,1.0574962055277557,67623.8384,254512,0.2657
146,3.9230819477395626,-0.13808140955349552,3.264834375664221,7.182135688770579,0.26584984655178207,6.377427488716375,8.17199551597136,3.9560347353635446,7.590194243439734,7.045987801204116,5.313160472025009,1.3648564992284484,66840.5248,253568,0.2636
147,3.2099627630368532,-0.41207283462146155,1.9954516350368605,7.784133255377223,0.26584984655178207,6.377427488716375,8.472286565138193,3.8426466409490376,7.591201908408965,8.319055883157397,3.5760695907242126,1.7276270722448115,68353.4725,255527,0.2675
148,3.552477167715244,-0.38419922324005895,1.8901247458687813,7.121153846723072,0.24560560953662983,6.377427488716375,8.472286565138193,4.043787378047846,7.370927396353444,6.037297684326009,3.5760695907242126,2.263922003879402,68204.37000000001,254020,0.2685
149,3.4563104709153443,-0.8518218150566718,2.076395301746155,8.48119296890709,0.3359255592310962,6.347647669438616,9.129111807073972,3.8414462858616885,8.195849596875838,8.087674641737477,5.2653038522355216,0.6216111567586814,66575.758,251990,0.2642
150,3.4563104709153443,-0.8518218150566718,2.076395301746155,8.22146330449883,-0.7889912454666743,6.393546059433714,7.773652036040895,3.8414462858616885,8.131859171541793,8.087674641737477,4.296541807190908,0.08737575478351844,65243.538,247980,0.2631
151,3.4563104709153443,-0.38419922324005895,1.712514529534782,8.35376966984916,0.33572067270335737,6.357571734548128,9.61379398204426,3.8333518707850947,7.357681181955801,8.331927703216829,3.5760695907242126,1.3652137390063963,68098.8672,253344,0.2688
152,3.4563104709153443,-0.38419922324005895,1.9939942542940385,9.15276950900764,0.6702753026363101,6.357571734548128,7.785895727135318,4.014977581023615,7.254917519254208,8.087674641737477,3.5760695907242126,1.3652137390063963,68391.59700000001,252834,0.2705
153,2.5407094224792783,-1.395840856384448,1.4188219373534299,8.48119296890709,-0.09783236760287178,6.133101445511216,8.753916031802598,4.384858234175823,7.656309032209307,6.897861567224165,5.2653038522355216,1.7163849764193557,67467.3984,253256,0.2664
154,3.0493292915427417,-1.5464701460062575,2.0097162781347326,7.250649928674262,-0.07914608858394345,6.746441950274607,7.3790380394988855,4.384858234175823,7.417950377929017,8.028982151446673,5.204100252695686,0.6985266832561186,67131.603,252945,0.2654
155,3.103971763977988,-1.395840856384448,1.4188219373534299,8.331122493045442,-0.2256439118907184,6.318435466738543,8.753916031802598,3.764793756360847,7.656309032209307,8.18984375335751,6.182645195596691,1.0601289720903437,67762.7884,254174,0.2666
156,2.176420881781237,-1.395840856384448,1.4188219373534299,8.454190827932733,0.4185009217985553,6.165234794198798,8.831277250405789,4.269911441596345,7.513954264298676,8.18984375335751,5.687343088105685,1.041068393718246,68069.5176,253896,0.2681
157,2.176420881781237,-1.395840856384448,1.9221144228622165,8.281944856258098,0.4185009217985553,6.483188133577985,8.831277250405789,4.269911441596345,6.98223907848287,8.18984375335751,5.687343088105685,0.8720997956719356,68686.2616,254771,0.2696
158,2.5860293676988904,-1.149377928339831,1.9221144228622165,8.419578893681752,0.4185009217985553,7.236089782381945,8.131418314039879,4.890230672970249,8.444615767552385,7.407045478325353,5.118715778281223,0.8720997956719356,68213.71979999999,254339,0.2682
159,2.6394375811603505,-1.2534306667922779,1.8508293944809253,8.250534206212407,0.2154230907924167,7.236089782381945,7.899636212799035,4.890230672970249,8.444615767552385,8.18984375335751,6.306038616176019,1.052745002579368,68731.48319999999,255128,0.2694
160,2.684496408917354,-1.464699694374307,1.8508293944809253,7.175758523895812,-0.23279632220377963,6.519239088733048,8.770511182301961,4.897105734681711,8.444615767552385,7.976191152983976,6.306038616176019,1.052745002579368,67606.5679,254447,0.2657
161,3.005362665277538,-1.891907053842965,2.235692286736023,8.413808500255506,-0.3912365409349734,7.298634334372279,7.758304011474631,5.7554344316697055,8.444615767552385,8.468754071452368,5.435501573202348,0.4858068966860113,66987.63279999999,251644,0.2662
162,2.040103567060528,-1.5003884975110902,1.7788196741042057,7.437023396563498,-0.3912365409349734,7.517300665984948,7.758304011474631,5.7554344316697055,8.444615767552385,7.870960096191816,6.467822785791103,0.4858068966860113,67749.9615,251765,0.2691
163,2.9870729786219083,-2.4064835798093123,1.9582318756662729,8.413808500255506,-0.597867851077974,7.298634334372279,7.872224410117774,4.511469568822023,8.54306592543551,8.06397741941067,5.430971422207909,1.0929940932944369,68277.027,254670,0.2681
164,2.966301942871171,-1.5510204242946868,2.5111397163310487,7.437023396563498,0.7542480333628763,8.156481550184232,7.6954920513144645,5.362173022104997,7.632861868124966,7.105877563877188,7.276002128553168,0.7610704449324263,68813.1712,256192,0.2686
165,2.9870729786219083,-2.752674359747754,2.019286529983317,8.413808500255506,0.47499069859513054,7.972163601926011,7.469057848963545,5.709160762126792,8.493691752362652,8.723887605789926,4.843120779930732,0.3260181043765292,66236.8808,251278,0.2636
166,2.9870729786219083,-0.2423783027729018,2.019286529983317,7.01348836349766,0.47499069859513054,7.972163601926011,7.345441311555272,5.4017811851235935,8.298258696246641,8.723887605789926,4.843120779930732,0.3260181043765292,66378.8494,247129,0.2686
167,3.750293827150534,-0.2423783027729018,2.6731499542229646,7.01348836349766,0.34834465213726584,7.972163601926011,7.903848867292538,5.4017811851235935,8.000180452312073,8.723887605789926,4.8825956769877035,0.3260181043765292,67023.6464,250837,0.2672
168,3.9421830365412274,-0.2423783027729018,1.3575637143183865,7.409845189369953,0.34834465213726584,7.972163601926011,7.903848867292538,5.413221500949974,8.298258696246641,8.256047805215035,4.843120779930732,0.3260181043765292,67173.3358,251963,0.2666
169,3.9329484898515266,-0.3002641431507874,1.3575637143183865,7.571307108335064,0.25249205194231383,8.222126858130265,7.903848867292538,5.301445795430365,8.188242586472388,8.490507636792964,4.457382292189424,0.3260181043765292,67641.4144,254674,0.2656
170,2.7310973837753227,-2.783614840118613,1.2837256184438053,7.838050398409972,-0.9305827398574132,7.314152747749775,7.079032096610182,5.193218551888928,7.775117437861551,8.093815394597915,4.7899665376945215,0.00501513329868547,68917.4724,253001,0.2724
171,2.7822346379543488,-0.6127913459215186,1.3575637143183865,8.125978760540066,0.5418841645264092,8.017382316086632,7.794476238234609,5.050091735654896,8.14338146112928,8.386775536838663,6.431147807977602,0.15867154944590633,68387.94559999999,252914,0.2704
172,3.9329484898515266,-3.4216922981405737,1.8022721510477109,8.11499064650616,0.4178747264333268,8.724497499174083,8.071079120143414,5.028608680138775,7.7327096061620715,9.373127312870876,3.746573622499563,0.4124747926712992,68865.3642,254022,0.2711
173,4.164293395890937,-0.3140883282902989,1.175998660346394,7.636924073561846,-0.9862350368653038,7.46139219637581,7.846218793293223,5.510471738858017,8.14338146112928,9.353316125249364,4.773128163371203,0.3260181043765292,66394.7668,251686,0.2638
174,2.7459503205600284,-0.3786885427303043,1.5276552927663176,7.17055443759984,-1.4117998199783668,7.46139219637581,8.429956893793603,5.510471738858017,8.083137089602726,10.05421215883208,6.226033466701298,0.8157330249509898,67090.842,251748,0.2665
175,4.276934955073523,-0.7350915952903813,1.1769688353384895,6.893233884267543,-1.461140703587726,7.5725621275204436,6.917725364807878,6.0903984380837475,7.800527370660428,8.73357517818557,4.8497908439636355,0.7222309534618192,69470.1196,255781,0.2716
176,2.70456593169704,-0.2581148539146203,1.5163315884496344,8.651378796723758,-1.2696218861935207,7.46139219637581,7.1210332313996005,6.32917960416615,7.219608672278873,7.668469801530208,4.734889292715003,0.6254236215788337,67833.212,253109,0.268
177,4.340658820013824,-1.0396374265273127,1.99151593517551,9.361545103248433,-1.232591522928008,8.776442202197675,7.228917874683434,5.888276029504411,8.756037364105376,8.093815394597915,4.552377112556911,1.1607871791754405,68274.8247,253151,0.2697
178,4.107276923641477,-0.4265744233380357,1.4115099528339656,8.516048457738949,-1.9190816005082767,7.366772354080621,7.372391313969532,6.2487960859220015,7.8179988086879035,8.075606665715027,4.560082742921281,0.43159566125735094,66798.285,252069,0.265
179,4.107276923641477,-2.276839848650677,1.4115099528339656,8.516048457738949,-1.9190816005082767,8.086236143115643,7.323839750695381,6.736553330263232,7.81411649343663,7.8856805903817495,4.787827447432091,1.0211474476675788,67639.4631,253047,0.2673
180,4.301565520223048,-1.2821739451242333,1.3631114908795343,8.527947543492958,-1.9190816005082767,8.562814121917313,7.340107316948148,6.381306876067525,9.12480986246439,7.576592417758466,6.214745428364271,1.057626833098108,67764.2875,254275,0.2665
181,4.301565520223048,-0.30562334246092226,1.627036057452693,8.341349229576636,-1.2033902491027293,8.821050974183965,7.42241297895407,6.226938159112936,7.578346234372921,9.136004215411406,5.313854727953531,1.0211474476675788,66630.2624,251056,0.2654
182,4.2490907690229855,-0.30562334246092226,1.785559191455604,7.8287081303542765,-1.2033902491027293,8.507806914560394,7.42241297895407,6.137871339845515,7.954824961415806,9.136004215411406,5.313854727953531,1.2647464282290286,69054.3764,256517,0.2692
183,3.8837885430914234,-1.2821739451242333,1.4479130824646196,7.8287081303542765,-2.0207681828021773,9.281826405198418,7.340107316948148,6.835852581138511,8.817971196050093,9.646998676186994,5.974773218264693,1.3871714460605298,68252.8716,254106,0.2686
184,3.8837885430914234,-1.1274016240743256,1.382607721817464,7.457801088328894,-2.2270202914051853,9.281826405198418,7.372391313969532,6.835852581138511,9.430075795996668,9.646998676186994,6.959749309739587,1.3871714460605298,67517.18220000001,254878,0.2649
185,3.7436104400202708,-1.1262204582223996,1.5750384896176677,7.399062025553884,-2.2270202914051853,9.281826405198418,7.3877707465407765,6.835852581138511,9.16447051025915,9.666665515537947,7.482931288965857,1.3760252939906048,67351.884,251313,0.268
186,3.7436104400202708,-1.0532188426120372,2.086404900582013,7.450884947870697,-2.3330512244079724,7.7638306685172385,7.3877707465407765,7.047415923732421,8.117664100238244,8.24384005778113,7.093949797852258,1.5105328218473197,67104.6537,251611,0.2667
187,4.203446687783724,-0.8119327556737259,2.4828313157937245,7.300781134033598,-1.4126816465472072,9.045616936550239,7.357738672063606,7.549285035298943,7.299226693553268,8.024467250634284,6.709155463381013,2.3760182855583287,69651.7536,258544,0.2694
188,4.533820669508624,-0.426392208899817,2.4452103098299065,7.590570639980955,-2.6742800969525073,9.842697694077344,6.7652165595133145,7.047415923732421,8.117664100238244,7.584321763166958,6.709155463381013,1.1523062355066356,67697.04980000001,253642,0.2669
189,3.600256468137272,-0.8012823949147607,2.419501725738995,7.419627960810236,-1.8722056118910255,7.724384155939249,7.813998922297244,8.126750306721839,7.272188361740135,8.75085640216665,6.759555153699778,1.4945602330292511,67261.656,254779,0.264
190,4.7052117684985575,-0.9070594510538292,2.6533765621404535,7.34803140239334,-2.276005359448999,9.126802548430083,8.146276719804758,7.646111580344547,8.837054749238892,7.590895372231592,6.145706428500851,1.736875306740019,66406.6746,249837,0.2658
191,4.242524771901859,-0.9070594510538292,3.009582186616084,7.736047951502511,-2.276005359448999,7.325889988398276,8.203895443882221,5.921310383229142,8.837054749238892,8.772575215134054,6.488569978316316,1.736875306740019,70065.992,259024,0.2705
192,3.5171790786127866,-1.249940712202617,2.5064330776067303,7.565892625727205,-2.630500997334747,7.360838439937664,8.203895443882221,5.921310383229142,8.837054749238892,8.772575215134054,6.488569978316316,1.736875306740019,68861.14559999999,254664,0.2704
193,3.4597441268825015,-0.9400637738645764,2.7589115421753467,7.4511959554931115,-2.674486956134584,7.055071393300563,8.803210834266165,9.485817745196544,9.100569547585353,9.417408738463669,6.734608195427808,1.226459999790714,68843.0754,254409,0.2706
194,3.9183250754204355,-0.9050494654156135,2.5064330776067303,7.389589335654262,-1.3607657711000969,7.45007810688454,7.717230238219818,7.140004245407442,6.482584316892923,8.254417649150296,6.734608195427808,1.0510317183469715,67883.5508,253486,0.2678
195,3.4597441268825015,-0.35448635466305356,2.3042889703078804,6.856412468510067,-2.0437450821023857,7.2024573843560535,8.60598713943269,6.81217382432874,7.569038043610512,8.506756668633084,6.343155747221599,1.8567037991884825,66667.1936,251006,0.2656
196,3.930788394271059,-0.9050494654156135,3.2647074349274168,7.768134592961914,-1.5748891760384323,8.590140877308574,8.267165287128138,7.035262978867491,7.9355187689828295,7.976047426416266,7.0526654128995565,1.6589425454412832,66656.9856,250496,0.2661
197,3.997857114002912,-0.5825301166544818,3.2647074349274168,7.2672201606886055,-1.5748891760384323,7.544674755926435,8.530637254729843,7.035262978867491,9.358694047938778,7.976047426416266,6.525853965704175,2.0601561518120324,66952.83200000001,249824,0.268
198,3.5547651806694565,-0.14721740676330558,2.679755998886392,6.907095316387348,-2.1477246551473077,7.990809880353762,8.6268965486135,7.212042664457123,8.992379954764978,7.554577146866251,6.185691258506071,1.8567037991884825,67846.7064,254298,0.2668
199,3.4295285888061247,-0.5393499338200525,2.851908257832955,7.759361521880693,-1.9949046289908394,8.112912240910891,7.832783691624855,7.124103217816922,9.235266227339022,8.01242136799513,5.964071107007447,2.2878096577329674,69672.6015,256621,0.2715
200,3.4295285888061247,-0.06036105160706411,2.851908257832955,7.759361521880693,-2.3865633048109522,7.992706297151053,8.499944807343832,7.212042664457123,9.436504533662974,8.381842947861086,6.185691258506071,2.2878096577329674,69342.667,255877,0.271
201,3.800161171401663,-1.0479955546660655,2.5759399617909398,7.510603384190322,-1.8064112331584847,7.551596541909992,7.801306928238555,6.850952192515827,6.715460678992886,7.919612904599283,7.266062683458495,2.285020848639031,68006.246,253660,0.2681
202,3.800161171401663,-1.439880791165429,2.4934841356785147,7.510603384190322,-2.1356584004332677,7.551596541909992,7.801306928238555,6.684651863514902,6.715460678992886,7.919612904599283,6.784208836460874,2.285020848639031,67526.5182,254433,0.2654
203,3.3737089818685386,-0.04262362887605016,1.7713847292030132,7.399059726572751,-2.864892819217811,7.551596541909992,8.75644823429192,7.407341505370112,9.528258440698538,7.831001096583815,6.296267483036135,1.8723050501527,67207.5761,250681,0.2681
204,3.475556833950252,-0.65140962708176,2.5759399617909398,7.300204840485133,-2.794340242933097,7.506197766325509,8.37272400187831,6.406860603370571,6.3861003721144405,7.497063169651387,6.1603741781596995,2.2503054379505825,68909.6985,255505,0.2697
205,2.862463997646147,-0.16281416573850932,2.904720021004814,7.364750756065633,-2.8421361170278687,7.857465474658396,7.87384408936772,7.190393150918593,8.288043409161475,7.155258938043899,5.692082813613546,0.8361656347197493,71544.6326,261398,0.2737
206,4.282696177143951,-0.8691241970715164,2.5759399617909398,6.580356864030695,-2.956656934993876,8.411634383698445,8.421967777106076,6.406860603370571,6.855683783338583,8.673086602439716,5.692082813613546,0.9038528255032209,68595.28809999999,254717,0.2693
207,2.9218652464768855,-0.6111658055998656,2.540778523352213,7.689905340709383,-2.858573076523991,7.520689274118791,8.635994740192668,6.817523238964402,7.300428877762469,8.495993092238505,5.944404671115781,0.2897627251131861,66874.096,251785,0.2656
208,2.9218652464768855,-1.347006061096582,2.540778523352213,6.704913520240749,-2.956656934993876,7.520689274118791,8.635994740192668,6.492068448653907,8.299250730362976,9.231141964555915,5.944404671115781,2.083694777707986,66554.45939999999,250393,0.2658
209,2.789121869083719,-0.08340298093289855,3.57886213733997,7.82802738045055,-2.984972395882638,8.162280154893502,8.277089143892317,6.353406745054796,6.843588945511633,7.77133534878297,5.944404671115781,-0.43174021344728963,67100.36200000001,252257,0.266
210,3.0803146744197907,-0.5597009999843033,2.540778523352213,6.780883500875628,-2.956656934993876,7.7896426354037205,8.607670022396956,6.037404859156334,6.721717964634606,7.937629082411739,5.944404671115781,-0.33059419078458174,68190.724,254443,0.268
211,3.5500734246247276,-0.4092997714672614,3.1933417705335314,6.742542200300573,-2.9848996411948243,7.797722268205023,8.862242280701983,7.965142342721345,6.843588945511633,8.27201007413186,5.538905813502315,-1.2559793279633884,68321.0768,256076,0.2668
212,3.3173752386915685,-0.9437608469107217,2.8895100047199604,6.780883500875628,-2.907463777022559,7.892274016676133,8.834731846322814,6.037404859156334,6.797115072097564,7.702429518048556,6.361559758159274,-0.4239463623526415,67671.1854,253071,0.2674
213,3.5891439220133363,-0.08077960925421099,2.516090357976316,7.866954786066746,-2.8864554447851987,8.162208475847931,9.901858965989467,7.441334360545737,6.879997060355336,8.365039393974321,6.0040332281731725,0.7012921078142366,67376.204,253294,0.266
214,3.639281348147628,-0.24944364586791776,2.8724900786054337,7.861570030220351,-2.8731736169517306,7.659326743328591,8.834731846322814,6.637806780380393,6.34422206740683,8.365039393974321,6.0040332281731725,-0.6148540467877843,67443.72,256440,0.263
215,4.63544669904041,-0.08077960925421099,2.981829502115828,8.216792772186974,-2.823814912225878,7.659326743328591,8.834731846322814,7.441334360545737,6.879997060355336,8.45392283649814,6.0040332281731725,0.8937593135268252,67216.06330000001,252787,0.2659
216,3.7905676119848444,-0.5602950049972238,2.516090357976316,8.400317187814695,-1.8792228439372005,8.346304427301567,9.239463442471319,6.959551186771448,6.006953209261575,9.080523122398656,6.0040332281731725,0.7289600949030065,68648.1536,255008,0.2692
217,3.639281348147628,-0.663746670014621,3.8061441528787507,7.861570030220351,-2.4667336685754333,6.839533390691781,8.584583189337827,6.139063237397285,7.259152739590632,8.358737792257964,6.024607535140117,0.7289600949030065,68267.0569,254443,0.2683
218,3.0199158994289976,-0.3418153793341766,3.063019473755414,7.852876910869577,-2.9408143754707936,7.903911113336409,8.834731846322814,6.712206731067869,6.604435225385503,8.148597286105938,5.966842226117233,0.7600278654493375,65630.072,249544,0.263
219,3.335776447013435,-0.663746670014621,3.199037194448186,7.807152750533981,-2.6538426177110064,7.80888729021987,8.576694256639174,7.828044808162961,6.512915913511339,8.004042839530799,5.966842226117233,0.5875881411205285,68192.34800000001,255020,0.2674
220,3.845703409345959,-0.33575817910410366,2.6157392801375847,7.680768453767217,-2.6538426177110064,7.8164601635487525,10.011631984115997,6.881129169824215,5.837503199858986,8.004042839530799,6.2095276158826,0.34281294941516727,69889.2064,258466,0.2704
221,3.7902898227484707,-0.33575817910410366,3.457484184046827,8.12410420593743,-1.7896782249189362,7.729736475065209,8.562789199817178,6.592473395749213,6.4845631121761,8.004042839530799,5.003614679492113,0.8589111514481442,67523.2393,255673,0.2641
222,3.7902898227484707,-0.33575817910410366,3.457484184046827,8.076343756881954,-2.504405895963689,7.992336612946614,7.929755452488046,6.564462417415565,6.821681452526794,8.195439343441986,5.003614679492113,0.8589111514481442,69424.5475,257605,0.2695
223,4.154656667390933,-0.1675201720957745,3.457484184046827,8.861797610949083,-2.0732728993003744,8.178391904209963,8.096787835178677,6.447772612771348,6.678776654553031,8.590809995199706,5.003614679492113,1.2021157905122943,67890.6085,254749,0.2665
224,3.7902898227484707,-0.39696328133421005,2.6518827840630856,7.826789902324625,-2.223026109514917,7.4102382690995645,9.512973432690268,5.890618686295676,6.302815109405138,8.534159142577877,5.738145726973343,0.0028453856546356016,66866.5934,251662,0.2657
225,3.6706267607556704,-1.139634933416864,2.648797762437139,9.008642500465573,-2.6050221268794065,7.7120864536491975,10.18650565494369,6.331967195752895,6.258282407583368,8.534159142577877,5.203981682220159,0.6323749077153218,67929.4544,254227,0.2672
226,4.482438746246231,-0.13931784190034563,3.6928670428174417,8.97715201613435,-2.0940698388920267,7.395523831623289,7.576349628211059,6.691762684591549,6.022329574550091,7.849450260503655,5.541347849990504,-0.09606869575614743,67078.0156,253699,0.2644
227,4.482438746246231,-0.1478432487109479,3.6928670428174417,8.479926255568012,-2.6050221268794065,7.395523831623289,10.18650565494369,6.656733722379049,5.943059493383148,7.849450260503655,5.4085903187451025,0.724792736254719,66240.25600000001,252440,0.2624
228,3.6706267607556704,-0.45925696824048545,2.651959998736625,8.43945257692502,-2.8016237680679934,8.40040137439024,6.992790741147418,6.122753033001104,5.778712661077868,8.534159142577877,5.051468888582863,0.7331807008868403,67261.6893,253149,0.2657
229,3.6706267607556704,-0.0071138309374217945,2.651959998736625,8.260046858565936,-3.3932872914533685,8.40040137439024,6.791624489445905,5.831342803174526,5.8940792944598535,8.526302127178697,6.141821699506467,0.5100250982152379,68252.2566,254958,0.2677
230,3.5361562245314517,-0.13931784190034563,3.04321872825835,8.605981988713282,-2.190041123311937,7.965858297472167,9.999325179263737,5.883862877732103,6.957323576850393,8.03764303498007,5.506451535981687,0.7962848242928826,67072.951,253010,0.2651
231,3.5361562245314517,-0.13931784190034563,4.380423982757131,8.63326078745118,-2.3586821876497637,8.40059045419202,9.999325179263737,6.643735329157101,6.854255836141574,8.10023564891047,5.370420783319422,1.0974172888862,69629.3418,257982,0.2699
232,3.394497851710219,0.520624615582006,3.0275815428453905,7.827325085728794,-2.194685083204235,7.486102550516961,9.77435094955408,5.423137917761986,7.599246576534752,8.290353659894464,6.440370098028258,1.4760025978544022,69022.7895,254415,0.2713
