generation,baseNumberPoints,numberValueCoefficient,mostHeldColorPoints,colorRatioCoefficient,significantLeadRatio,playColorDislikedByHighestPlayerPoints,reversePoints,skipPoints,drawTwoPoints,wildDrawFourPoints,heldColorCoefficient,calledColorPoints,fitness,points,rate
46,0.4792649633244653,-0.5680492134580885,3.1356688324886988,5.507856438629122,0.024417574168860146,3.52372622976974,6.88097110889473,4.15673170932555,7.970006592685937,11.847535771899777,5.444242121380513,0.28210146787176194,63922.750799999994,246046,0.2598
47,0.4792649633244653,-0.869335302216814,3.1356688324886988,5.507856438629122,-0.17375208498992245,3.52372622976974,6.631438819489035,4.430788049634236,8.140377770895194,11.912376592943433,5.444242121380513,2.271969739100933,63168.222,244270,0.2586
48,0.4792649633244653,-0.9078307174171206,2.160486586056128,6.27245103391617,-0.17375208498992245,3.2428703543100315,6.133023046289008,4.1605612472273545,6.825558242723545,11.905867395068574,5.444242121380513,1.6905098787372335,63787.491599999994,243278,0.2622
49,0.8932734027003408,-1.3714114519049603,2.160486586056128,5.033088455856463,-0.7239656573237054,3.2428703543100315,7.378481458804126,4.1605612472273545,6.825558242723545,11.905867395068574,5.728983275404435,1.6905098787372335,63489.0114,245226,0.2589
50,0.891996751911278,-0.9633650384733601,2.0896419370231136,5.130055963342259,-0.8868608797836521,3.876882906140895,7.334678670790842,3.343366310261798,6.54261382780148,10.92596421954353,5.118807422334207,2.56042560316137,64413.31739999999,247458,0.2603
51,1.0862903994039677,-0.6794297355566234,1.5377489484515456,4.902902844828637,-0.3521985671270703,4.465554101662379,7.391111646639847,3.461759614752341,7.805179016092729,11.583244603379548,4.658625955710497,2.437103698678285,63664.282600000006,245429,0.2594
52,0.3304643864281576,-0.6517557749600831,1.5829982533144336,5.95154379930626,0.258247280754728,4.465554101662379,7.391111646639847,4.3227927660613865,7.413147671164908,11.653096255642916,4.635258645384291,2.437103698678285,63270.859000000004,242510,0.2609
53,0.022550022461747088,-0.6597516396895662,2.6116102090214945,6.171584941831055,-0.7254125809405841,3.2451027755707704,7.506393820625454,4.244991224617617,7.142658704411144,11.861529251434778,5.349008402696715,2.6859576972655317,64492.422399999996,245032,0.2632
54,0.19712582354136132,-0.7199738362778858,2.830855854518203,5.877854791667092,-0.8136746282606072,2.6948703622128583,7.349996830074624,4.244991224617617,7.142658704411144,11.764032794486738,4.640156536195026,2.6603248473440844,63353.226,245460,0.2581
55,0.3819820517877877,-0.6935126803116816,2.3179283368975567,5.3877302125341275,0.25215953726447826,3.2250902306351703,7.6463148418614395,4.621679092437028,7.7258258746070805,11.970433625648031,5.609439972109604,2.02015490797985,63172.94759999999,244572,0.2583
56,0.030367450574583288,-0.08597738196640814,2.772250457263898,5.573467946350086,0.5205034557646907,3.251597835307506,7.349996830074624,4.6282211809254745,8.102037123065697,12.067679942330521,5.879272976285326,3.125734539264539,64546.703499999996,245705,0.2627
57,-0.40455097060272166,-0.34265687938028416,2.917196600054323,5.9952337583975,-0.1006077479229735,3.2250902306351703,7.140421108444106,4.595379731540631,8.202602191664132,12.01840534361428,5.609439972109604,2.934770113897073,62651.728800000004,241992,0.2589
58,1.018969088818332,-0.7818655394402381,3.060068404804635,4.122716487291517,0.17578822714691567,2.336155683921418,7.019634292501318,5.01841440184272,7.33544534743694,11.75294573771405,5.852006164300186,2.9065674430180226,62680.637800000004,241637,0.2594
59,0.742026497416526,-0.34265687938028416,2.1199931654787307,4.5486306618204795,-0.1006077479229735,3.2250902306351703,7.024479833261619,4.548338666441523,7.660007389822462,12.115497674282361,5.852006164300186,2.6619719555932386,66090.62879999999,247716,0.2668
60,0.742026497416526,-0.34265687938028416,1.6531917729233527,6.178463988582148,-0.1006077479229735,2.850842559090492,7.024479833261619,4.515159418811711,8.339091765126884,11.610425071869455,5.669450027829629,2.6619719555932386,64450.1632,245618,0.2624
61,0.9246475349639977,-0.3313318541500186,2.7782867720895563,5.0940267681530145,0.2148019735133228,2.944776263479566,7.389290997483373,4.593309150570734,7.760555525007031,11.801524802521902,5.918281002799095,2.9065674430180226,63220.0143,244187,0.2589
62,0.4245121877051474,-0.7818655394402381,2.1630882136975447,4.908048855237296,0.4117245034082796,3.1170167626373493,7.861916492783336,4.646290882538508,7.250710815968562,11.552103528270383,5.904261381141928,2.6931736135878577,64975.483,245654,0.2645
63,0.4245121877051474,-0.7818655394402381,2.335551442217802,4.908048855237296,-0.18582512542997814,2.336155683921418,7.861916492783336,4.814134324760257,8.275068090008311,11.421007219098469,5.904261381141928,2.545097333522298,64799.920000000006,245920,0.2635
64,0.4404668819108619,-0.9126186598439696,2.3329419060875116,4.598961898348351,-0.18582512542997814,2.336155683921418,7.875132937508104,4.945789023955469,8.310508507528851,11.421007219098469,5.904261381141928,2.366624064864972,65875.2667,247931,0.2657
65,0.6230677115056722,-0.7780371838019996,2.6120422835855757,4.4011350295597635,0.17812837410003904,2.8621393195923566,7.785002874644637,3.997961356342832,8.061491454387376,11.298927054928992,5.954357354544384,1.7568966351013693,62457.2928,240128,0.2601
66,0.3898735008106563,-0.4007777901788359,1.8895792504079223,4.889757831936322,0.08098317094117446,2.8621393195923566,7.202402340281453,4.080319725958168,8.275068090008311,10.932337321728129,6.02032770637226,2.1935652120582665,62061.456600000005,241109,0.2574
67,0.6230677115056722,-1.0907782557761536,2.5062041949029075,4.889757831936322,-0.4562621155344212,2.8621393195923566,7.136475077185665,4.080319725958168,8.275068090008311,11.260547864089306,6.02032770637226,2.1466633102759864,62093.770000000004,241610,0.257
68,1.0876234309213275,-1.069502714064771,2.3284738293343956,4.889757831936322,-0.18140272753469763,0.8936187264751065,7.5470270617839805,4.080319725958168,8.275068090008311,11.212665920770919,6.037792223550382,2.1077428127598803,62300.6942,241382,0.2581
69,0.5358414646438114,-0.6125810036466013,3.6330247999542475,4.621516016558419,-0.692075636229635,4.517761999552685,7.5470270617839805,4.213600778819838,7.809840643771944,11.614764449221761,5.628793704119546,2.059469552737554,65401.6532,247546,0.2642
70,1.1703269734855555,-0.6471147461587988,2.5235656996959905,2.2764189468775213,-0.0908256400550169,3.678403252530897,7.523049428802498,3.2682018551764243,8.274890104034975,11.566350877675466,5.696646471703401,2.3205324891754135,64432.37610000001,246019,0.2619
71,1.1703269734855555,-1.3133200178742235,4.3316516495153,4.932566394661869,-0.5119996375177983,4.517761999552685,7.523049428802498,3.3491124300064494,8.274890104034975,11.568779508510008,5.696646471703401,2.245116842381838,63887.0661,244497,0.2613
72,1.0064977065400729,-0.4247534011432941,2.472445851908943,2.139932892407554,-0.6028320851138061,3.678403252530897,7.523049428802498,3.2682018551764243,8.274890104034975,10.962180112949518,5.696646471703401,2.0995649601247335,63734.56479999999,244381,0.2608
73,0.8827744351361747,-0.3721544490631077,4.744550280167256,4.439299246434599,-1.0303103571128271,4.168240205385513,8.036370599937054,3.6751449436488492,8.075522722751392,12.442553895822021,6.103294871580316,2.073227362635667,62704.2936,242476,0.2586
74,1.0064977065400729,-0.3721544490631077,3.7595867678896995,4.072921172804474,-0.22820495302946153,4.421526251366016,7.66837108340059,2.675287928699623,7.832321207502295,10.962180112949518,6.469842669803814,1.0629536197023022,67554.4025,251225,0.2689
75,1.0064977065400729,-0.3721544490631077,2.2941224169611187,2.324209237073792,-1.284044903790218,4.732937821324643,7.4615025216703454,3.2682018551764243,7.829954387801816,12.515425175431266,5.741321322538104,2.1615438386866788,67916.896,254180,0.2672
76,1.3311722214469226,-1.0017666268250611,3.8416959144907707,2.282571506424828,-1.284044903790218,4.430737206739545,6.782809992479846,3.0501379340608916,8.042591458620299,12.515425175431266,5.119602413772053,1.2433423018987515,65958.83840000001,248339,0.2656
77,0.8098080096841807,-0.7630906371170998,2.9757175805991403,5.368326329898823,-0.1601763033674954,4.539276187742632,6.904081672679542,3.355549414694698,7.465255191916278,10.95263348613927,6.762298921736885,2.31283514641042,64033.9224,245906,0.2604
78,0.8607977032689658,-0.07106842804998792,2.0495094960865474,2.9988079196642436,-1.3338045851644564,3.815798603720965,7.677353121397365,3.1994994195968416,8.309123455118984,10.372223286948275,6.469842669803814,1.6117998180645368,64192.8326,244451,0.2626
79,0.8607977032689658,-0.07106842804998792,2.341620025071419,2.994799153178129,-1.3338045851644564,3.8730696956995407,7.677353121397365,2.798102369825484,7.937598336333904,10.5352294111506,7.392149001109352,1.6117998180645368,64115.534199999995,246314,0.2603
80,0.5658332575492147,-0.5893142567389168,2.631461001277931,3.20013115233026,-1.3975268693312692,4.069407928004759,7.045165778725492,3.772804705122403,7.465255191916278,10.278957176655132,6.905408313250186,1.305219107955377,66361.946,249481,0.266
81,0.716756614171489,-0.7652226091444818,3.563236933824826,4.493482913510691,-1.1261142837187275,5.067828583692184,6.108251611265173,3.8043027032991406,7.199019021783233,11.299980790844854,6.540646765185975,1.6117998180645368,65550.45,249716,0.2625
82,0.9488994612199398,-0.4916884362877675,2.272970121954611,4.4730305680447335,-1.1261142837187275,3.6324173204515646,6.094165264107957,3.8043027032991406,7.379096276258984,11.710163086234287,6.525632913450103,0.7064625563572706,62481.0488,241426,0.2588
83,1.0603005557445182,-0.6405615063872305,3.8687540569133922,2.9095737861337545,-1.0545042444513164,5.067828583692184,6.456319097042115,2.7833903524840826,6.556430263659304,10.44934864442531,6.577645628255007,1.4886386112939518,63516.699,243359,0.261
84,0.6490971646370556,-0.7244706033513348,3.06412378478904,2.6227026240932996,-1.3601617415760232,5.320067566451816,6.456319097042115,2.6792447468233664,7.671545586316031,10.600001713771865,6.7479162730357105,2.370676039247621,64149.296,246160,0.2606
85,1.633816451370015,-0.1871352518584507,3.597076142789264,2.8808648709042135,-0.877498897931171,5.067828583692184,6.456319097042115,2.7635029725320797,6.785215218818839,10.5352294111506,7.065316161463198,1.6102434236872625,64435.2948,244908,0.2631
86,1.2039797537548373,-0.24205951869720171,3.8682064059786203,2.679787016639446,-1.9374501651163245,5.097139651375114,6.146384201936104,2.7635029725320797,5.815894106784569,10.814911422032173,6.577645628255007,1.2991610955763087,66503.292,249076,0.267
87,0.9640158271403816,-0.2378297845876202,3.75530472513919,2.679787016639446,-0.877498897931171,5.178892930843699,6.563836010315714,2.7635029725320797,6.737033329716833,10.377984135527575,7.065316161463198,1.5431163971333575,63671.286400000005,245456,0.2594
88,1.107974853740594,-0.1871352518584507,3.467444665835754,2.075950103695483,-0.48810306258183933,4.882820573283226,7.071308862141896,4.2885048991509755,6.7625419177742225,10.706519018152298,7.1279035327402465,1.5774120906997173,63308.00140000001,243586,0.2599
89,2.027940097162353,-0.6171170380708018,2.524614997345283,2.488347698728923,-0.6105575278527258,5.761785431649675,7.500428244672818,4.557403643572644,6.943350703146722,9.402923014012895,6.65679671224837,2.151803208148863,64031.3091,245613,0.2607
90,2.083580637990661,-1.105490245693674,2.475356405495961,2.5412811296944975,-0.9295920680563208,4.757081236990224,6.860450570782618,2.7433600405942635,7.012437408894049,9.708478212973523,6.707088275329535,2.0063212347765975,64730.16,245190,0.264
91,0.8561691881372951,-0.4496372542945538,2.481834499340207,2.735060091984726,-1.5255101656628183,5.05644598497911,7.272810647600745,3.1720076254056817,6.740679199629918,10.45075714193908,7.15621462650739,1.5203306103002325,64680.4635,247155,0.2617
92,1.1391648759734407,-0.5502932427432067,3.114378269525675,3.5836281740695295,-0.4952811736073281,6.398821799387397,7.324610269152033,4.209819599280491,7.012437408894049,9.05808239265794,5.745597172627411,1.0402730522915775,65351.0808,249813,0.2616
93,1.6710960934342411,-0.12686247236160605,2.2817125214701424,2.815527784083593,-1.4199757619538298,5.05644598497911,7.359802608856892,2.0835772157808186,6.983475843525317,10.571916624461759,6.654769032782013,1.5431089875337398,64956.5334,249162,0.2607
94,1.6516765825462412,-0.7799780360990876,3.3756502101402814,2.499496496359079,-1.3804887002751207,5.041297253024462,7.359802608856892,3.1720076254056817,7.227281359579904,8.351951939922648,6.648193359668002,2.4563599366576767,65175.20130000001,246037,0.2649
95,1.656746434107788,-0.6737104022754162,2.642176911414339,2.636892192233103,-1.4199757619538298,5.950717659717654,7.523038829374403,3.1720076254056817,7.227281359579904,9.110139617796541,6.648193359668002,2.4563599366576767,66384.12000000001,251455,0.264
96,1.6771576559944419,-0.13179115343245704,2.894605665311686,1.9394314234523493,-1.3827223051118565,5.726052794878025,7.359802608856892,2.8463782892837837,7.224304513421722,8.259397228105522,6.73041703436628,2.019207835709652,64560.3639,245757,0.2627
97,1.7071728233191703,-0.05013149643106468,3.0983629948550484,2.7938325910868107,-1.4773856577099336,5.937031295712668,8.00585955153652,3.1720076254056817,7.466079955314525,9.120545215996339,6.400986702284344,2.5496469078151986,63719.888399999996,244044,0.2611
98,1.7655445452263194,-0.48504647089148584,3.1034268540160213,2.6832547469638697,-1.5120162053637554,5.5162859283966075,7.47809491660565,2.815122893209716,7.170939521536469,8.91068498186022,7.870903094653804,2.056858373286708,64789.190599999994,248902,0.2603
99,2.707020244383977,-0.5909468320579478,3.1221231206137023,2.7938325910868107,-2.0818376799216898,5.8182641990009465,8.022928449311738,3.298944303946537,7.745988814866115,8.57572152380765,5.978614966477536,1.9016772975204486,64757.9625,246697,0.2625
100,3.0180942002426066,-0.45139182343528594,3.1822381987437898,2.7938325910868107,-2.0818376799216898,5.914792215671514,7.919521364720126,3.746579564328594,7.302189301514045,9.090083414410216,5.74195187565749,1.9038906759464007,66868.948,249511,0.268
101,1.6516047384422337,-0.15091488007300757,3.3756502101402814,3.1984342840734996,-1.4900553561965921,5.965741629576819,6.988676057806528,3.746579564328594,6.950566051066591,8.098987731972468,6.498606321724536,1.758388050658571,66305.288,249268,0.266
102,2.8880217266391885,-0.6375319077762551,3.0704628567681893,3.1984342840734996,-2.198913761610313,5.468752566696597,6.970816031260043,3.8569477272297785,7.302189301514045,8.845331844242754,7.430328120864912,1.758388050658571,66449.1787,250091,0.2657
103,2.7891219704876864,-0.24157219248152698,3.0677858455875753,2.888383561667978,-0.9342293597068323,6.255286025060778,6.903562834722171,4.510063364716923,7.818792104686587,7.90773473426999,7.354529839565895,1.96357327022678,68575.572,255879,0.268
104,2.923279419742936,-0.9791036520491249,2.9492144318882114,2.6375819312063014,-1.6771296828541564,5.369851098488064,6.974229309387961,4.446925285587894,7.263082814454265,8.011879743257042,7.246728957982531,1.694866898382555,66800.19570000001,251223,0.2659
105,2.924751150014773,-0.9791036520491249,2.9182284730672996,2.59989886408302,-1.6771296828541564,5.369851098488064,6.970816031260043,4.541509129674788,6.807606907218449,7.673211467205931,5.787718858701858,1.694866898382555,66327.5668,252292,0.2629
106,2.5685835595338844,-1.0924224742452235,3.4348063907871724,3.053798187631009,-0.46156468015434127,6.409830899344456,6.5742522912641554,3.412797295714918,7.042503103406535,7.814110091759503,5.773695106751492,0.9794881468153398,66573.7024,250654,0.2656
107,2.886185000003444,-1.1667208006523395,4.288779673254769,3.280742712569439,0.30440591309023546,5.910197086592317,5.857894119489703,2.9890744490388426,6.872927954416383,7.631856446703761,5.127196841905091,1.717920307469785,66582.7328,250688,0.2656
108,2.886185000003444,-1.1667208006523395,4.300409610909305,3.280742712569439,0.30440591309023546,5.910197086592317,6.700657688872652,5.071997815504428,6.6945658399670345,7.8277591544697245,5.730815037779852,1.717920307469785,66022.3104,250464,0.2636
109,3.1338895195888496,-1.2427828694842749,3.713721628533042,3.329367172918785,-0.18003159496510296,6.071069406016865,5.857894119489703,2.392253925718037,8.083189947816873,7.060404315629686,5.459734500820137,1.717920307469785,66449.5648,248224,0.2677
110,3.0074285386091035,-2.116875646762388,3.499852542957324,2.9672066514613173,-0.2580416506600838,5.942354116907852,6.441530643385099,3.1008126014694954,7.024772944044365,7.565416727400129,5.291137913938568,1.717920307469785,69556.41979999999,258286,0.2693
111,2.7624419447192503,-0.7098509683813147,4.089190151152521,2.9587788827032147,0.03670499064194449,5.690141076728259,4.912428747032177,2.0446499046908237,6.560102885700774,8.199543504107782,5.86049786179154,2.619864970694546,66380.841,250022,0.2655
112,3.6701894843017815,-1.4271866732818461,4.22514032721346,2.915009745522147,0.2758513543883512,5.8744828146942,7.067969843032723,3.116172873577329,6.599661408171225,7.904361567181032,5.4134460922694165,1.8595247708458538,67730.45689999999,252443,0.2683
113,3.7401517270746107,-1.4271866732818461,4.3150117107619606,2.6466114450326654,-0.9856760356058694,5.73372201571264,7.2945884333102375,3.749699212060366,6.341538706642107,7.914486876851618,5.4698952020371046,1.708731113757459,66738.528,250520,0.2664
114,3.0043995122679927,-1.0173773021421935,4.3150117107619606,2.6458155468114692,-0.9856760356058694,6.080091576911346,6.786702727659901,3.481348190026696,6.738002984125441,7.914486876851618,5.493420545858608,2.1424312371202254,68776.7808,255866,0.2688
115,3.9472606234139453,-1.4271866732818461,3.382934949502049,3.0698378526457706,-1.2684608755367008,5.807977887024388,7.4455449489670364,3.3302083836477974,6.932840540904852,7.38675272371139,5.4698952020371046,2.998094624320519,66800.349,250470,0.2667
